Grade,Subject,Course,Key,Text,Keywords
8,Science,Science,10.b,Identify how global patterns of atmospheric movement influence local weather using weather maps that show high and low pressures and fronts; ,"wind, "
8,Science,Science,10.c,Identify the role of the oceans in the formation of weather systems such as hurricanes. ,"cyclone, "
8,Science,Science,11,Organisms and environments. The student knows that interdependence occurs among living systems and the environment and that human activities can affect these systems. ,"biology, "
8,Science,Science,11.a,"Describe producer/consumer, predator/prey, and parasite/host relationships as they occur in food webs within marine, freshwater, and terrestrial ecosystems; ","symbiot, biology, "
8,Science,Science,11.b,"Investigate how organisms and populations in an ecosystem depend on and may compete for biotic and abiotic factors such as quantity of light, water, range of temperatures, or soil composition ","biology, selection, compet, "
8,Science,Science,11.c,Explore how short- and long-term environmental changes affect organisms and traits in subsequent populations ,"biology, climate change, selection, "
8,Science,Science,11.d,"Recognize human dependence on ocean systems and explain how human activities such as runoff, artificial reefs, or use of resources have modified these systems. ","biology, fish, dam, "
K,Social Studies,Social Studies,1,History. The student understands that holidays are celebrations of special events. The student is expected to:,
K,Social Studies,Social Studies,1.a,"Explain the reasons for national patriotic holidays such as Presidents' Day, Veterans Day, and Independence Day",
K,Social Studies,Social Studies,1.b,Identify customs associated with national patriotic holidays such as parades and fireworks on Independence Day,
K,Social Studies,Social Studies,2,"History. The student understands how historical figures, patriots, and good citizens helped shape the community, state, and nation.",
K,Social Studies,Social Studies,2.a,"Identify contributions of historical figures, including Stephen F. Austin, George Washington, Christopher Columbus, and Jose Antonio Navarro, who helped to shape the state and nation; and",
K,Social Studies,Social Studies,2.b,Identify contributions of patriots and good citizens who have shaped the community,
K,Social Studies,Social Studies,3,History. The student understands the concept of chronology,
K,Social Studies,Social Studies,3.a,Place events in chronological order;,
K,Social Studies,Social Studies,3.b,"Use vocabulary related to time and chronology, including before, after, next, first, last, yesterday, today, and tomorrow.",
K,Social Studies,Social Studies,4,Geography. The student understands the concept of location.,
K,Social Studies,Social Studies,4.a,"Use terms, including over, under, near, far, left, and right, to describe relative location",
K,Social Studies,Social Studies,4.b,Locate places on the school campus and describe their relative locations,
K,Social Studies,Social Studies,5,Geography. The student understands the physical and human characteristics of the environment.,
K,Social Studies,Social Studies,5.a,"Identify the physical characteristics of places such as landforms, bodies of water, natural resources, and weather",
K,Social Studies,Social Studies,5.b,Identify the human characteristics of places such as types of houses and ways of earning a living,
K,Social Studies,Social Studies,6,Economics. The student understands that basic human needs are met in many ways.,
K,Social Studies,Social Studies,6.a,Identify basic human needs,
K,Social Studies,Social Studies,6.b,"Explain how basic human needs of food, clothing, and shelter can be met",
K,Social Studies,Social Studies,7,Economics. The student understands the importance of jobs,
K,Social Studies,Social Studies,7.a,"Identify jobs in the home, school, and community",
K,Social Studies,Social Studies,7.b,Explain why people have jobs.,
K,Social Studies,Social Studies,8,Government. The student understands the purpose of rules,
K,Social Studies,Social Studies,8.a,Identify purposes for having rules,
K,Social Studies,Social Studies,8.b,"Identify rules that provide order, security, and safety in the home and school",
K,Social Studies,Social Studies,9,Government. The student understands the role of authority figures.,
K,Social Studies,Social Studies,9.a,"Identify authority figures in the home, school, and community",
K,Social Studies,Social Studies,9.b,Explain how authority figures make and enforce rules,
K,Social Studies,Social Studies,10,"Citizenship. The student understands important customs, symbols, and celebrations that represent American beliefs and principles and contribute to our national identity",
K,Social Studies,Social Studies,10.a,Identify the flags of the United States and Texas,
K,Social Studies,Social Studies,10.b,Recite the Pledge of Allegiance,
K,Social Studies,Social Studies,10.c,Explain the use of voting as a method for group decision making,
K,Social Studies,Social Studies,11,Culture. The student understands similarities and differences among people.,
K,Social Studies,Social Studies,11.a,Identify personal attributes common to all people such as physical characteristics,
K,Social Studies,Social Studies,11.b,Identify differences among people,
K,Social Studies,Social Studies,12,Culture. The student understands how people learn about themselves through family customs and traditions,
K,Social Studies,Social Studies,12.a,Identify family customs and traditions and explain their importance,
K,Social Studies,Social Studies,12.b,Compare family customs and traditions,
K,Social Studies,Social Studies,12.c,Describe customs of the local community,
K,Social Studies,Social Studies,13,"Science, technology, and society. The student understands ways technology is used in the home and school.",
K,Social Studies,Social Studies,13.a,Identify examples of technology used in the home and school,
K,Social Studies,Social Studies,13.b,Describe how technology helps accomplish specific tasks,
K,Social Studies,Social Studies,14,"Science, technology, and society. The student understands ways in which technology has changed how people live",
K,Social Studies,Social Studies,14.a,Describe how his or her life might be different without modern technology,
K,Social Studies,Social Studies,14.b,Describe how his or her life might be different without modern technology,
K,Social Studies,Social Studies,15,Social studies skills. The student applies critical-thinking skills to organize and use information acquired from a variety of sources including electronic technology,
K,Social Studies,Social Studies,15.a,"Obtain information about a topic using a variety of oral sources such as conversations, interviews, and music",
K,Social Studies,Social Studies,15.b,"Obtain information about a topic using a variety of visual sources such as pictures, symbols, television, maps, computer images, print material, and artifacts",
K,Social Studies,Social Studies,15.c,Sequence and categorize information;,
K,Social Studies,Social Studies,15.d,"Identify main ideas from oral, visual, and print sources",
K,Social Studies,Social Studies,16,Social studies skills. The student communicates in oral and visual forms,
K,Social Studies,Social Studies,16.a,Express ideas orally based on knowledge and experiences;,
K,Social Studies,Social Studies,16.b,Create and interpret visuals including pictures and maps.,
K,Social Studies,Social Studies,17,"Social studies skills. The student uses problem-solving and decision-making skills, working independently and with others, in a variety of settings.",
K,Social Studies,Social Studies,17.a,"Use a problem-solving process to identify a problem, gather information, list and consider options, consider advantages and disadvantages, choose and implement a solution, and evaluate the effectiveness of the solution",
K,Social Studies,Social Studies,17.b,"Use a decision-making process to identify a situation that requires a decision, gather information, identify options, predict consequences, and take action to implement a decision.",
1,Social Studies,Social Studies,1,"History. The student understands how historical figures helped to shape our community, state, and nation",
1,Social Studies,Social Studies,1.a,"Identify contributions of historical figures such as Sam Houston and Abraham Lincoln who have influenced the community, state, and nation",
1,Social Studies,Social Studies,1.b,Identify historic figures such as Alexander Graham Bell and Thomas Edison who have exhibited a love of individualism and inventiveness,
1,Social Studies,Social Studies,1.c,"Compare the similarities and differences among the lives and activities of historical figures who have influenced the community, state, and nation",
1,Social Studies,Social Studies,2,"History. The student understands the origins of customs, holidays, and celebrations.",
1,Social Studies,Social Studies,2.a,"Describe the origins of selected customs, holidays, and celebrations of the community, state, and nation such as Martin Luther King, Jr. Day, Independence Day, and Veterans' Day",
1,Social Studies,Social Studies,2.b,"Compare the observance of holidays and celebrations, past and present",
1,Social Studies,Social Studies,2.c,Identify anthems and mottoes of the United States and Texas,
1,Social Studies,Social Studies,3,History. The student understands the concepts of time and chronology,
1,Social Studies,Social Studies,3.a,"Distinguish among past, present, and future",
1,Social Studies,Social Studies,3.b,Create a calendar or timeline,
1,Social Studies,Social Studies,3.c,"Use vocabulary related to chronology, including yesterday, today, and tomorrow",
1,Social Studies,Social Studies,4,Geography. The student understands the relative location of places.,
1,Social Studies,Social Studies,4.a,Locate places using the four cardinal directions,
1,Social Studies,Social Studies,4.b,Describe the location of self and objects relative to other locations in the classroom and school,
1,Social Studies,Social Studies,5,Geography. The student understands the purpose of maps and globes.,
1,Social Studies,Social Studies,5.a,"Create and use simple maps to identify the location of places in the classroom, school, community, and beyond",
1,Social Studies,Social Studies,5.b,"Locate places of significance on maps and globes such as the local community, Texas, and the United States",
1,Social Studies,Social Studies,6,Geography. The student understands various physical and human characteristics of the environment.,
1,Social Studies,Social Studies,6.a,"Identify and describe the physical characteristics of places such as landforms, bodies of water, natural resources, and weather",
1,Social Studies,Social Studies,6.b,"Identify examples of and uses for natural resources in the community, state, and nation",
1,Social Studies,Social Studies,6.c,Identify and describe the human characteristics of places such as types of houses and ways of earning a living,
1,Social Studies,Social Studies,7,Economics. The student understands the concepts of goods and services.,
1,Social Studies,Social Studies,7.a,"Identify examples of goods and services in the home, school, and community",
1,Social Studies,Social Studies,7.b,Identify ways people exchange goods and services;identify ways people exchange goods and services;,
1,Social Studies,Social Studies,7.c,Identify ways people exchange goods and services;,
1,Social Studies,Social Studies,8,Economics. The student understands the condition of not being able to have all the goods and services one wants,
1,Social Studies,Social Studies,8.a,Identify examples of people wanting more than they can have,
1,Social Studies,Social Studies,8.b,Explain why wanting more than they can have requires that people make choices,
1,Social Studies,Social Studies,8.c,Identify examples of choices families make when buying goods and services,
1,Social Studies,Social Studies,9,Economics. The student understands the value of work.,
1,Social Studies,Social Studies,9.a,Describe the requirements of various jobs and the characteristics of a job well-performed,
1,Social Studies,Social Studies,9.b,Describe how specialized jobs contribute to the production of goods and services,
1,Social Studies,Social Studies,10,Government. The student understands the purpose of rules and laws.,
1,Social Studies,Social Studies,10.a,"Explain the need for rules and laws in the home, school, and community",
1,Social Studies,Social Studies,10.b,"Give examples of rules or laws that establish order, provide security, and manage conflict",
1,Social Studies,Social Studies,11,Government. The student understands the role of authority figures and public officials.,
1,Social Studies,Social Studies,11.a,"Identify leaders in the community, state, and nation",
1,Social Studies,Social Studies,11.b,"Describe the roles of public officials including mayor, governor, and president",
1,Social Studies,Social Studies,11.c,"Identify the responsibilities of authority figures in the home, school, and community",
1,Social Studies,Social Studies,12,Citizenship. The student understands characteristics of good citizenship as exemplified by historic figures and ordinary people,
1,Social Studies,Social Studies,12.a,"Identify characteristics of good citizenship such as a belief in justice, truth, equality, and responsibility for the common good",
1,Social Studies,Social Studies,12.b,"Identify historic figures such as Clara Barton, Nathan Hale, and Eleanor Roosevelt who have exemplified good citizenship",
1,Social Studies,Social Studies,12.c,Identify ordinary people who exemplify good citizenship and exhibit a love of individualism and inventiveness,
1,Social Studies,Social Studies,13,"Citizenship. The student understands important customs, symbols, and celebrations that represent American beliefs and principles and contribute to our national identity",
1,Social Studies,Social Studies,13.a,"Explain selected national and state patriotic symbols such as the U.S. and Texas flags, the Liberty Bell, and the Alamo",
1,Social Studies,Social Studies,13.b,Recite and explain the meaning of the Pledge of Allegiance and the Pledge to the Texas Flag,
1,Social Studies,Social Studies,13.c,Use voting as a way of making choices and decisions,
1,Social Studies,Social Studies,13.d,"Explain how selected customs, symbols, and celebrations reflect an American love of individualism, inventiveness, and freedom.",
1,Social Studies,Social Studies,14,Culture. The student understands how families meet basic human needs,
1,Social Studies,Social Studies,14.a,Describe ways that families meet basic human needs,
1,Social Studies,Social Studies,14.b,Describe similarities and differences in ways families meet basic human needs,
1,Social Studies,Social Studies,15,"Culture. The student understands the importance of family beliefs, customs, language, and traditions",
1,Social Studies,Social Studies,15.a,"Describe various beliefs, customs, and traditions of families and explain their importance",
1,Social Studies,Social Studies,15.b,Retell stories from selected folktales and legends such as Aesop's fables,
1,Social Studies,Social Studies,16,"Science, technology, and society. The student understands how technology has affected daily life, past and present.",
1,Social Studies,Social Studies,16.a,Describe how household tools and appliances have changed the ways families live,
1,Social Studies,Social Studies,16.b,"Describe how technology has changed communication, transportation, and recreation",
1,Social Studies,Social Studies,16.c,Describe how technology has changed the way people work,
1,Social Studies,Social Studies,17,Social studies skills. The student applies critical-thinking skills to organize and use information acquired from a variety of sources including electronic technology,
1,Social Studies,Social Studies,17.a,"Obtain information about a topic using a variety of oral sources such as conversations, interviews, and music",
1,Social Studies,Social Studies,17.b,"Obtain information about a topic using a variety of visual sources such as pictures, graphics, television, maps, computer images, literature, and artifacts",
1,Social Studies,Social Studies,17.c,Sequence and categorize information,
1,Social Studies,Social Studies,17.d,"Identify main ideas from oral, visual, and print sources",
1,Social Studies,Social Studies,18,"Social studies skills. The student communicates in written, oral, and visual forms",
1,Social Studies,Social Studies,18.a,Express ideas orally based on knowledge and experiences,
1,Social Studies,Social Studies,18.b,"Create visual and written material including pictures, maps, timelines, and graph",
1,Social Studies,Social Studies,19,"Social studies skills. The student uses problem-solving and decision-making skills, working independently and with others, in a variety of settings",
1,Social Studies,Social Studies,19.a,"Use a problem-solving process to identify a problem, gather information, list and consider options, consider advantages and disadvantages, choose and implement a solution, and evaluate the effectiveness of the solution",
1,Social Studies,Social Studies,19.b,"Use a decision-making process to identify a situation that requires a decision, gather information, identify options, predict consequences, and take action to implement a decision",
2,Social Studies,Social Studies,1,"History. The student understands the historical significance of landmarks and celebrations in the community, state, and nation.",
2,Social Studies,Social Studies,1.a,"Explain the significance of various community, state, and national celebrations such as Memorial Day, Independence Day, and Thanksgiving;",
2,Social Studies,Social Studies,1.b,"Identify and explain the significance of various community, state, and national landmarks such as the county courthouse and state and national capitol buildings",
2,Social Studies,Social Studies,2,History. The student understands the concepts of time and chronology.,
2,Social Studies,Social Studies,2.a,Describe the order of events by using designations of time periods such as ancient times and modern times,
2,Social Studies,Social Studies,2.b,"Use vocabulary related to chronology, including past, present, and future",
2,Social Studies,Social Studies,2.c,Create and interpret timelines,
2,Social Studies,Social Studies,2.d,"Describe and measure calendar time by days, weeks, months, and years",
2,Social Studies,Social Studies,3,History. The student understands how various sources provide information about the past,
2,Social Studies,Social Studies,3.a,Name several sources of information about a given period or event,
2,Social Studies,Social Studies,3.b,Compare various interpretations of the same time period using evidence such as photographs and interviews,
2,Social Studies,Social Studies,4,"History. The student understands how historical figures and ordinary people helped to shape our community, state, and nation.",
2,Social Studies,Social Studies,4.a,"Identify contributions of historical figures such as Henrietta King and Thurgood Marshall who have influenced the community, state, and nation",
2,Social Studies,Social Studies,4.b,Identify historic figures such as Amelia Earhart and Robert Fulton who have exhibited a love of individualism and inventiveness,
2,Social Studies,Social Studies,4.c,Explain how local people and events have influenced local community history,
2,Social Studies,Social Studies,5,"Geography. The student uses simple geographic tools such as maps, globes, and photographs.",
2,Social Studies,Social Studies,5.a,"Use symbols, find locations, and determine directions on maps and globes",
2,Social Studies,Social Studies,5.b,Draw maps to show places and routes,
2,Social Studies,Social Studies,6,Geography. The student understands the locations and characteristics of places and regions,
2,Social Studies,Social Studies,6.a,"Identify major landforms and bodies of water, including continents and oceans, on maps and globes",
2,Social Studies,Social Studies,6.b,"Locate the community, Texas, the United States, and selected countries on maps and globes",
2,Social Studies,Social Studies,6.c,Compare information from different sources about places and regions,
2,Social Studies,Social Studies,7,Geography. The student understands how physical characteristics of places and regions affect people's activities and settlement patterns.,
2,Social Studies,Social Studies,7.a,"Describe how weather patterns, natural resources, seasonal patterns, and natural hazards affect activities and settlement patterns",
2,Social Studies,Social Studies,7.b,Explain how people depend on the physical environment and its natural resources to satisfy their basic needs.,
2,Social Studies,Social Studies,8,Geography. The student understands how humans use and modify the physical environment,
2,Social Studies,Social Studies,8.a,Geography. The student understands how humans use and modify the physical environment,
2,Social Studies,Social Studies,8.b,"Identify ways in which people have modified the physical environment such as building roads, clearing land for urban development, and mining coal",
2,Social Studies,Social Studies,8.c,Identify consequences of human modification of the physical environment such as the use of irrigation to improve crop yields;,
2,Social Studies,Social Studies,8.d,Identify ways people can conserve and replenish natural resources,
2,Social Studies,Social Studies,9,Economics. The student understands the importance of work,
2,Social Studies,Social Studies,9.a,Explain how work provides income to purchase goods and services,
2,Social Studies,Social Studies,9.b,"Explain the choices people in the U.S. free enterprise system can make about earning, spending, and saving money, and where to live and work",
2,Social Studies,Social Studies,10,Economics. The student understands the roles of producers and consumers in the production of goods and services.,
2,Social Studies,Social Studies,10.a,Distinguish between producing and consuming,
2,Social Studies,Social Studies,10.b,Identify ways in which people are both producers and consumers,
2,Social Studies,Social Studies,10.c,Trace the development of a product from a natural resource to a finished product.,
2,Social Studies,Social Studies,11,Government. The student understands the purpose of governments.,
2,Social Studies,Social Studies,11.a,Identify functions of governments,
2,Social Studies,Social Studies,11.b,"Identify some governmental services in the community such as libraries, schools, and parks and explain their value to the community",
2,Social Studies,Social Studies,11.c,"Describe how governments establish order, provide security, and manage conflict",
2,Social Studies,Social Studies,12,Government. The student understands the role of public officials,
2,Social Studies,Social Studies,12.a,"Compare the roles of public officials including mayor, governor, and president",
2,Social Studies,Social Studies,12.b,"Identify ways that public officials are selected, including election and appointment to office",
2,Social Studies,Social Studies,13,Citizenship. The student understands characteristics of good citizenship as exemplified by historic figures and ordinary people,
2,Social Studies,Social Studies,13.a,"Identify characteristics of good citizenship such as a belief in justice, truth, equality, and responsibility for the common good",
2,Social Studies,Social Studies,13.b,"Identify historic figures such as Florence Nightingale, Paul Revere, and Sojourner Truth who have exemplified good citizenship",
2,Social Studies,Social Studies,13.c,Identify ordinary people who exemplify good citizenship,
2,Social Studies,Social Studies,14,"Citizenship. The student understands important customs, symbols, and celebrations that represent American beliefs and principles and contribute to our national identity.",
2,Social Studies,Social Studies,14.a,Identify selected patriotic songs such as America the Beautiful,
2,Social Studies,Social Studies,14.b,Identify selected symbols such as state and national birds and flowers and patriotic symbols such as the U.S. and Texas flags and Uncle Sam,
2,Social Studies,Social Studies,14.c,"Explain how selected customs, symbols, and celebrations reflect an American love of individualism, inventiveness, and freedom",
2,Social Studies,Social Studies,15,Culture. The student understands the significance of works of art in the local community,
2,Social Studies,Social Studies,15.a,"Identify selected stories, poems, statues, paintings, and other examples of the local cultural heritage",
2,Social Studies,Social Studies,15.b,"Explain the significance of selected stories, poems, statues, paintings, and other examples of the local cultural heritage",
2,Social Studies,Social Studies,16,"Science, technology, and society. The student understands how science and technology have affected life, past and present",
2,Social Studies,Social Studies,16.a,"Describe how science and technology have changed communication, transportation, and recreation",
2,Social Studies,Social Studies,16.b,Explain how science and technology have changed the ways in which people meet basic needs.,
2,Social Studies,Social Studies,17,Social studies skills. The student applies critical-thinking skills to organize and use information acquired from a variety of sources including electronic technology,
2,Social Studies,Social Studies,17.a,"Obtain information about a topic using a variety of oral sources such as conversations, interviews, and music;",
2,Social Studies,Social Studies,17.b,"Obtain information about a topic using a variety of visual sources such as pictures, graphics, television, maps, computer software, literature, reference sources, and artifacts",
2,Social Studies,Social Studies,17.c,"Use various parts of a source, including the table of contents, glossary, and index, as well as keyword computer searches, to locate information",
2,Social Studies,Social Studies,17.d,Sequence and categorize information,
2,Social Studies,Social Studies,17.e,"Interpret oral, visual, and print material by identifying the main idea, predicting, and comparing and contrasting",
2,Social Studies,Social Studies,18,"Social studies skills. The student communicates in written, oral, and visual forms",
2,Social Studies,Social Studies,18.a,Express ideas orally based on knowledge and experiences,
2,Social Studies,Social Studies,18.b,"Create written and visual material such as stories, poems, maps, and graphic organizers to express ideas",
2,Social Studies,Social Studies,19,"Social studies skills. The student uses problem-solving and decision-making skills, working independently and with others, in a variety of settings",
2,Social Studies,Social Studies,19.a,"Use a problem-solving process to identify a problem, gather information, list and consider options, consider advantages and disadvantages, choose and implement a solution, and evaluate the effectiveness of the solution",
2,Social Studies,Social Studies,19.b,"Use a decision-making process to identify a situation that requires a decision, gather information, identify options, predict consequences, and take action to implement a decision.",
3,Social Studies,Social Studies,1,"History. The student understands how individuals, events, and ideas have influenced the history of various communities",
3,Social Studies,Social Studies,1.a,"Describe how individuals, events, and ideas have changed communities over time",
3,Social Studies,Social Studies,1.b,Identify individuals such as Pierre-Charles L'Enfant who have helped to shape communities,
3,Social Studies,Social Studies,1.c,Describe how individuals such as Christopher Columbus and Meriwether Lewis and William Clark have contributed to the expansion of existing communities or to the creation of new communities.,
3,Social Studies,Social Studies,2,"History. The student understands common characteristics of communities, past and present",
3,Social Studies,Social Studies,2.a,"Identify reasons people have formed communities, including a need for security, law, and material well-being",
3,Social Studies,Social Studies,2.b,"Compare ways in which people in the local community and communities around the world meet their needs for government, education, communication, transportation, and recreation, over time and in the present.",
3,Social Studies,Social Studies,3,History. The student understands the concepts of time and chronology.,
3,Social Studies,Social Studies,3.a,History. The student understands the concepts of time and chronology.,
3,Social Studies,Social Studies,3.b,Create and interpret timelines,
3,Social Studies,Social Studies,3.c,"Describe historical times in terms of years, decades, and centuries",
3,Social Studies,Social Studies,4,Geography. The student understands how humans adapt to variations in the physical environment,
3,Social Studies,Social Studies,4.a,"Describe and explain variations in the physical environment including climate, landforms, natural resources, and natural hazards",
3,Social Studies,Social Studies,4.b,Compare how people in different communities adapt to or modify the physical environment,
3,Social Studies,Social Studies,4.c,Describe the effects of physical and human processes in shaping the landscape,
3,Social Studies,Social Studies,4.d,Identify and compare the human characteristics of selected regions,
3,Social Studies,Social Studies,5,"Geography. The student understands the concepts of location, distance, and direction on maps and globes",
3,Social Studies,Social Studies,5.a,"Use cardinal and intermediate directions to locate places such as the Amazon River, Himalayan Mountains, and Washington D.C. on maps and globes",
3,Social Studies,Social Studies,5.b,Use a scale to determine the distance between places on maps and globes,
3,Social Studies,Social Studies,5.c,"Identify and use the compass rose, grid, and symbols to locate places on maps and globes",
3,Social Studies,Social Studies,5.d,"Draw maps of places and regions that contain map elements including a title, compass rose, legend, scale, and grid system",
3,Social Studies,Social Studies,6,Economics. The student understands the purposes of spending and saving money.,
3,Social Studies,Social Studies,6.a,"Identify ways of earning, spending, and saving money;",
3,Social Studies,Social Studies,6.b,Analyze a simple budget that allocates money for spending and saving,
3,Social Studies,Social Studies,7,Economics. The student understands the concept of an economic system.,
3,Social Studies,Social Studies,7.a,Define and identify examples of scarcity,
3,Social Studies,Social Studies,7.b,"Explain the impact of scarcity on the production, distribution, and consumption of goods and services",
3,Social Studies,Social Studies,7.c,Explain the impact of scarcity on interdependence within and among communities,
3,Social Studies,Social Studies,7.d,Explain the concept of a free market,
3,Social Studies,Social Studies,8,Economics. The student understands how businesses operate in the U.S. free enterprise system.,
3,Social Studies,Social Studies,8.a,Give examples of how a simple business operates,
3,Social Studies,Social Studies,8.b,Explain how supply and demand affect the price of a good or service,
3,Social Studies,Social Studies,8.c,Explain how the cost of production and selling price affect profits,
3,Social Studies,Social Studies,8.d,"Identify historic figures, such as Henry Ford, and ordinary people in the community who have started new businesses",
3,Social Studies,Social Studies,9,Government. The student understands the basic structure and functions of local government,
3,Social Studies,Social Studies,9.a,Describe the basic structure of government in the local community,
3,Social Studies,Social Studies,9.b,Identify services commonly provided by local governments,
3,Social Studies,Social Studies,9.c,Identify local government officials and explain how they are chosen,
3,Social Studies,Social Studies,9.d,Explain how local government services are financed,
3,Social Studies,Social Studies,9.e,Explain the importance of the consent of the governed to the functions of local government,
3,Social Studies,Social Studies,10,Citizenship. The student understands characteristics of good citizenship as exemplified by historic figures and ordinary people,
3,Social Studies,Social Studies,10.a,"Identify characteristics of good citizenship such as a belief in justice, truth, equality, and responsibility for the common good",
3,Social Studies,Social Studies,10.b,"Identify historic figures such as Jane Addams, Helen Keller, and Harriet Tubman who have exemplified good citizenship",
3,Social Studies,Social Studies,10.c,"Identify and explain the importance of acts of civic responsibility, including obeying laws and voting",
3,Social Studies,Social Studies,10.d,Identify ordinary people who exemplify good citizenship,
3,Social Studies,Social Studies,11,Citizenship. The student understands the impact of individual and group decisions on communities in a democratic society,
3,Social Studies,Social Studies,11.a,Give examples of community changes that result from individual or group decisions,
3,Social Studies,Social Studies,11.b,Identify examples of actions individuals and groups can take to improve the community,
3,Social Studies,Social Studies,11.c,Identify examples of nonprofit and/or civic organizations such as the Red Cross and explain how they serve the common good,
3,Social Studies,Social Studies,12,Culture. The student understands ethnic and/or cultural celebrations of the United States and other nations.,
3,Social Studies,Social Studies,12.a,"Explain the significance of selected ethnic and/or cultural celebrations in Texas, the United States, and other nations such as St. Patrick's Day, Cinco de Mayo, and Kwanzaa",
3,Social Studies,Social Studies,12.b,"Compare ethnic and/or cultural celebrations in Texas, the United States",
3,Social Studies,Social Studies,13,"Culture. The student understands the role of real and mythical heroes in shaping the culture of communities, the state, and the nation.",
3,Social Studies,Social Studies,13.a,Identify the heroic deeds of state and national heroes such as Daniel Boone and Davy Crockett,
3,Social Studies,Social Studies,13.b,Retell the heroic deeds of characters from American folktales and legends such as Pecos Bill and Paul Bunyan,
3,Social Studies,Social Studies,13.c,Retell the heroic deeds of characters of Greek and Roman myths,
3,Social Studies,Social Studies,13.d,Identify how selected fictional characters such as Robinson Crusoe created new communities,
3,Social Studies,Social Studies,14,Culture. The student understands the importance of writers and artists to the cultural heritage of communities,
3,Social Studies,Social Studies,14.a,"Identify selected individual writers and artists and their stories, poems, statues, paintings, and other examples of cultural heritage from communities around the world",
3,Social Studies,Social Studies,14.b,"Explain the significance of selected individual writers and artists and their stories, poems, statues, paintings, and other examples of cultural heritage to communities around the world.",
3,Social Studies,Social Studies,15,"Science, technology, and society. The student understands how individuals have created or invented new technology and affected life in communities around the world, past and present",
3,Social Studies,Social Studies,15.a,"Identify scientists and inventors such as Louis Daguerre, Cyrus McCormick, Louis Pasteur, and Jonas Salk who have created or invented new technology",
3,Social Studies,Social Studies,15.b,"Identify the impact of new technology in photography, farm equipment, pasteurization, and medical vaccines on communities around the world",
3,Social Studies,Social Studies,16,Social studies skills. The student applies critical-thinking skills to organize and use information acquired from a variety of sources including electronic technology,
3,Social Studies,Social Studies,16.a,"Obtain information, including historical and geographic data about the community, using a variety of print, oral, visual, and computer sources",
3,Social Studies,Social Studies,16.b,Sequence and categorize information,
3,Social Studies,Social Studies,16.c,"Interpret oral, visual, and print material by identifying the main idea, identifying cause and effect, and comparing and contrasting",
3,Social Studies,Social Studies,16.d,"Use various parts of a source, including the table of contents, glossary, and index, as well as keyword computer searches, to locate information",
3,Social Studies,Social Studies,16.e,"Interpret and create visuals including graphs, charts, tables, timelines, illustrations, and maps",
3,Social Studies,Social Studies,16.f,Use appropriate mathematical skills to interpret social studies information such as maps and graphs,
3,Social Studies,Social Studies,17,"Social studies skills. The student communicates effectively in written, oral, and visual forms.",
3,Social Studies,Social Studies,17.a,"Create written and visual material such as stories, poems, pictures, maps, and graphic organizers to express ideas",
3,Social Studies,Social Studies,17.b,"Use standard grammar, spelling, sentence structure, and punctuation",
3,Social Studies,Social Studies,18,"Social studies skills. The student uses problem-solving and decision-making skills, working independently and with others, in a variety of settings",
3,Social Studies,Social Studies,18.a,"Use a problem-solving process to identify a problem, gather information, list and consider options, consider advantages and disadvantages, choose and implement a solution, and evaluate the effectiveness of the solution",
3,Social Studies,Social Studies,18.b,"Use a decision-making process to identify a situation that requires a decision, gather information, identify options, predict consequences, and take action to implement a decision",
4,Social Studies,Social Studies,1,History. The student understands the similarities and differences of Native-American groups in Texas and the Western Hemisphere before European exploration,
4,Social Studies,Social Studies,1.a,Identify Native-American groups in Texas and the Western Hemisphere before European exploration and describe the regions in which they lived,
4,Social Studies,Social Studies,1.b,Compare the ways of life of Native-American groups in Texas and the Western Hemisphere before European exploration.,
4,Social Studies,Social Studies,2,History. The student understands the causes and effects of European exploration and colonization of Texas and the Western Hemisphere,
4,Social Studies,Social Studies,2.a,Summarize reasons for European exploration and settlement of Texas and the Western Hemisphere,
4,Social Studies,Social Studies,2.b,"Identify the accomplishments of significant explorers such as Cabeza de Vaca; Christopher Columbus; Francisco Coronado; and Rene Robert Cavelier, Sieur de la Salle and explain their impact on the settlement of Texas",
4,Social Studies,Social Studies,2.c,"Explain when, where, and why the Spanish established Catholic missions in Texas",
4,Social Studies,Social Studies,2.d,"Identify the accomplishments of significant empresarios including Moses Austin, Stephen F. Austin, and MartÕn de LeÑn and explain their impact on the settlement of Texas",
4,Social Studies,Social Studies,2.e,Identify the impact of Mexico's independence from Spain on the events in Texas,
4,Social Studies,Social Studies,3,"History. The student understands the causes and effects of the Texas Revolution, the Republic of Texas, and the annexation of Texas to the United States.",
4,Social Studies,Social Studies,3.a,"Analyze the causes, major events, and effects of the Texas Revolution, including the battles of the Alamo and San Jacinto",
4,Social Studies,Social Studies,3.b,Describe the successes and problems of the Republic of Texas,
4,Social Studies,Social Studies,3.c,Explain the events that led to the annexation of Texas to the United States,
4,Social Studies,Social Studies,3.d,Explain the impact of the Mexican War on Texas,
4,Social Studies,Social Studies,3.e,"Identify leaders important to the founding of Texas as a republic and state, including Sam Houston, Mirabeau Lamar, and Anson Jones",
4,Social Studies,Social Studies,4,"History. The student understands the political, economic, and social changes in Texas during the last half of the 19th century",
4,Social Studies,Social Studies,4.a,Describe the impact of the Civil War and Reconstruction on Texas,
4,Social Studies,Social Studies,4.b,Explain the growth and development of the cattle and oil industries,
